object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of 180,Probability of Label 2,Object Center_0,Object Center_1,Defect Center_0,Defect Center_1,Kurtosis of Defect Area,Object Area,Variance of Defect Area,Mean Defect Displacement,Number of Defects,Convex Hull Center_0,Convex Hull Center_1,Mean Defect Area,Convex Hull Area,Convexity,Skewness of Defect Area,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Bounding Box Maximum_0,Bounding Box Maximum_1,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Size in pixels,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Total Intensity_0,Total Intensity_1,Total Intensity_2,Center of the object_0,Center of the object_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Radii of the object_0,Radii of the object_1,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Length of the Skeleton,Number of Branches,Diameter,Euclidean Diameter,Average Branch Length,Number of Holes,Center of the Skeleton_0,Center of the Skeleton_1
52,1,16,0,180,1.0,0.0,444.72858,142.85715,445.14178,142.31343,0.0,70.0,1502.3334,4.7069707,3.0,445.0,142.5,44.666668,204.0,0.34313726,-1.3648093,14715476.0,4544576.5,910577.7,454.0,149.0,0.85349727,0.52109736,0.52109736,-0.85349727,-0.40478733,0.4478425,-0.15374471,70.0,30601.0,16104.0,12852.0,23399.043,11072.886,10687.643,-0.91938907,0.3914265,0.03884607,0.39084983,0.8979654,0.20222417,0.04427347,0.20110567,-0.97856855,15552.0,7586.0,7866.0,14715476.0,-5257992.0,-534802.9,-5257992.0,4544576.5,561858.5,-534802.9,561858.5,910577.7,1637933.0,775102.0,748135.0,444.72858,142.85715,437.0,137.0,-0.5879431,-0.6884489,0.04840895,5.4214706,1.1016234,48900936.0,17456380.0,1946201.9,0.01642215,0.5301703,0.6513691,54956.0,22463.0,16034.0,31405.79,8019.488,9637.976,14395.0,1945.0,6313.0,48900936.0,-13033328.0,-3936064.0,-13033328.0,17456380.0,4332549.0,-3936064.0,4332549.0,1946201.9,126471110.0,32294478.0,38812130.0,-0.047498457,-0.41871452,0.63419306,20.142136,2.0,20.142136,17.20465,10.071068,0.0,445.0,143.0
53,1,17,0,180,1.0,0.0,444.93732,156.89851,445.04358,155.37552,3.1452317,335.0,18157.3,8.694649,5.0,445.0,156.0,96.4,817.0,0.4100367,1.7611115,12250641.0,16686596.0,2285135.8,467.0,166.0,0.9975148,0.070457056,0.070457056,-0.9975148,0.4528423,0.34420574,0.32970202,335.0,31407.0,22463.0,15461.0,21104.713,13293.901,11233.29,-0.60744673,0.7943073,-0.009186085,0.7637295,0.5871645,0.26824442,0.21846226,0.1559285,-0.9633071,14573.0,6709.0,8094.0,12250641.0,-10093703.0,-2917852.5,-10093703.0,16686596.0,4460102.0,-2917852.5,4460102.0,2285135.8,7070079.0,4453457.0,3763152.0,444.93732,156.89851,424.0,147.0,-0.51793253,-1.1506628,-0.4182441,13.695904,4.1808643,33115634.0,14082298.0,1499988.0,0.1279598,0.8037543,0.67768395,54956.0,19294.0,16034.0,31847.168,6371.4272,9236.025,14395.0,1556.0,6128.0,33115634.0,-5628239.0,-1705991.4,-5628239.0,14082298.0,3215639.5,-1705991.4,3215639.5,1499988.0,192993840.0,38610850.0,55970310.0,0.8665391,-0.48268265,0.7563283,58.112698,2.0,58.112698,31.06445,29.056349,0.0,446.0,163.0
54,1,18,0,180,1.0,0.0,489.43045,158.64238,485.57303,160.95506,3.5395155,151.0,873.5833,7.335865,4.0,488.0,159.5,22.25,240.0,0.62916666,1.8391255,5404945.0,1564852.9,645960.4,496.0,168.0,0.65741575,-0.75352806,0.75352806,0.65741575,0.56911033,-0.023903137,0.15329547,151.0,31303.0,13177.0,12644.0,23059.443,10243.06,10381.1,-0.9940724,0.10084532,0.04062466,-0.08871158,-0.9683866,0.2331472,0.06285218,0.2281613,0.97159255,17574.0,6683.0,8121.0,5404945.0,331004.6,-281430.97,331004.6,1564852.9,-251655.95,-281430.97,-251655.95,645960.4,3481976.0,1546702.0,1567546.0,489.43045,158.64238,481.0,152.0,0.7161292,-0.21357982,0.24733497,4.6541023,2.7942083,37168468.0,19382050.0,1949104.4,-0.33351627,0.976806,0.9224951,54956.0,22463.0,16034.0,31941.75,6890.6763,9458.364,14395.0,1649.0,6222.0,37168468.0,-12021357.0,-3453985.8,-12021357.0,19382050.0,4691367.0,-3453985.8,4691367.0,1949104.4,114607000.0,24723748.0,33936610.0,0.72272533,-0.012346255,1.101413,63.112698,14.0,20.071068,16.27882,4.50805,0.0,490.0,158.0
55,1,19,0,180,1.0,0.0,476.56122,171.54082,475.6839,171.477,0.0,98.0,2509.0,5.5271797,3.0,476.0,171.5,58.0,272.0,0.3602941,-1.510317,9500129.0,4468730.0,870122.9,485.0,180.0,0.6893491,-0.7244293,0.7244293,0.6893491,0.5415905,0.3101795,0.12543972,98.0,28817.0,18013.0,12766.0,21373.389,11861.133,10298.878,-0.92204195,0.38277256,-0.05765249,0.37128755,0.9166577,0.14793305,0.10947231,0.11499483,-0.98731554,15715.0,6693.0,8069.0,9500129.0,-2368360.8,-867884.4,-2368360.8,4468730.0,700815.1,-867884.4,700815.1,870122.9,2094592.0,1162391.0,1009290.0,476.56122,171.54082,468.0,164.0,-0.48856837,0.11768964,-0.121325396,5.9577613,1.4567479,37578430.0,18614326.0,1925927.4,-0.02976274,1.0234256,0.9283926,54956.0,22463.0,16034.0,31829.926,6621.85,9384.469,14573.0,1810.0,5747.0,37578430.0,-9756423.0,-3108268.5,-9756423.0,18614326.0,4601319.5,-3108268.5,4601319.5,1925927.4,132476150.0,27560140.0,39058160.0,0.7495732,0.13421099,1.094506,22.556349,2.0,22.556349,20.615528,11.278174,0.0,477.0,171.0
56,1,20,0,180,1.0,0.0,395.8421,181.85965,394.77777,182.2963,2.6154678,57.0,3.5833333,4.981692,4.0,395.5,182.0,6.75,84.0,0.6785714,-1.6585238,7743283.5,730456.25,861953.6,402.0,186.0,0.9985057,-0.05464728,-0.05464728,-0.9985057,0.60838825,0.30742308,0.5479413,57.0,28055.0,9115.0,11973.0,21420.193,6902.456,9322.193,-0.9902594,0.043702327,-0.13219842,0.13018875,-0.046024814,-0.9904204,0.049368087,0.9979839,-0.03988695,16627.0,4831.0,7740.0,7743283.5,-938674.06,-345361.84,-938674.06,730456.25,35814.387,-345361.84,35814.387,861953.6,1220951.0,393440.0,531365.0,395.8421,181.85965,390.0,179.0,-0.37950343,0.14859611,0.18774949,2.8915439,1.5776825,8480483.0,1690683.8,661183.1,-2.4985454,1.8143038,0.33941206,36129.0,10104.0,12957.0,30202.975,3595.1196,8486.744,13451.0,1630.0,5649.0,8480483.0,-2102208.5,-671031.25,-2102208.5,1690683.8,325634.9,-671031.25,325634.9,661183.1,108972340.0,12971192.0,30620172.0,7.970134,3.4443545,0.755563,30.142136,9.0,11.414213,11.045361,3.349126,0.0,396.0,182.0
57,1,21,0,180,1.0,0.0,427.9009,192.21622,428.33334,193.45454,-2.2152464,111.0,51.583332,6.5511146,4.0,428.0,192.5,8.25,144.0,0.7708333,0.4190516,14116272.0,1263306.9,1316859.5,433.0,201.0,-0.22610146,-0.97410375,0.97410375,-0.22610146,0.36491212,0.59621185,0.40425885,111.0,30712.0,10045.0,12957.0,20805.19,7001.8286,9885.045,-0.9842208,0.11322128,-0.13597944,0.17157626,0.42280096,-0.88983196,0.04325568,0.89912194,0.43555558,13451.0,4908.0,6909.0,14116272.0,-2298410.0,-517577.0,-2298410.0,1263306.9,364576.44,-517577.0,364576.44,1316859.5,2309376.0,777203.0,1097240.0,427.9009,192.21622,424.0,185.0,-0.67727745,-0.17525846,0.38091832,4.194839,2.1170473,9469055.0,3375288.8,790905.9,-0.7352584,3.0955453,0.62589645,44074.0,17620.0,13549.0,30960.012,3729.6611,8569.683,15173.0,1576.0,5649.0,9469055.0,-1907011.2,-551246.8,-1907011.2,3375288.8,764726.56,-551246.8,764726.56,790905.9,122168210.0,14717243.0,33815970.0,4.9461026,11.494358,1.26101,48.455845,11.0,16.656855,15.524175,4.4050765,0.0,428.0,192.0
58,1,22,0,180,1.0,0.0,382.39822,194.71681,383.70834,193.15625,-0.3596971,113.0,761.3333,6.2671757,4.0,383.0,194.0,24.0,209.0,0.54066986,1.0076683,7104827.5,968837.5,655160.44,393.0,200.0,0.92297554,0.38485867,0.38485867,-0.92297554,0.63434374,-0.0874208,0.015043463,113.0,29461.0,10104.0,12201.0,20924.01,7329.9116,9488.292,-0.9892046,-0.14646065,-0.004854914,0.1379024,-0.91917235,-0.36892423,0.049570378,-0.36561105,0.9294468,16202.0,4815.0,6870.0,7104827.5,-867327.44,-310292.56,-867327.44,968837.5,141651.19,-310292.56,141651.19,655160.44,2364413.0,828280.0,1072177.0,382.39822,194.71681,374.0,189.0,0.09906981,0.12960434,0.6630186,5.170265,1.9217945,3716520.2,1031320.3,597226.7,-1.8545964,1.9604471,0.20936656,36129.0,9115.0,11973.0,30220.81,3249.3271,8399.836,16627.0,1693.0,5649.0,3716520.2,-357990.25,-166017.39,-357990.25,1031320.3,134448.95,-166017.39,134448.95,597226.7,124842170.0,13422970.0,34699724.0,9.090601,4.4845896,0.20181818,50.28427,13.0,21.31371,18.384777,3.8680208,0.0,382.0,196.0
59,1,23,0,180,1.0,0.0,167.48672,288.61063,168.31017,288.43317,0.0,113.0,220.5,5.97283,2.0,168.0,288.5,93.5,300.0,0.37666667,0.0,6073724.5,405056.47,894207.06,176.0,299.0,0.59512633,-0.8036322,0.8036322,0.59512633,0.6075205,-0.06259125,0.46457174,113.0,28225.0,7045.0,12187.0,21483.752,5576.708,9365.363,-0.9889746,0.14063199,-0.04638862,0.041926727,-0.034527533,-0.9985239,0.1420261,0.9894597,-0.028250612,16617.0,4066.0,7312.0,6073724.5,-242341.11,-760081.25,-242341.11,405056.47,21170.424,-760081.25,21170.424,894207.06,2427664.0,630168.0,1058286.0,167.48672,288.61063,161.0,279.0,-0.3292021,-0.51579213,0.009663819,6.454197,1.4387031,4520653.0,825189.5,716545.6,-2.5271993,2.2491827,0.823956,35165.0,8368.0,14601.0,30068.264,2966.742,8245.766,15371.0,1551.0,5342.0,4520653.0,-761416.7,-443816.7,-761416.7,825189.5,232533.78,-443816.7,232533.78,716545.6,129594216.0,12786658.0,35539250.0,12.604195,6.702538,3.376811,24.79899,2.0,24.79899,22.472204,12.399495,0.0,168.0,289.0
60,1,24,0,180,1.0,0.0,194.73914,286.32608,193.71428,284.92856,-1.253362,92.0,14.3,6.282669,5.0,194.5,286.0,5.6,120.0,0.76666665,0.7933288,11467728.0,877235.8,2479413.0,199.0,294.0,0.0028941263,-0.9999958,0.9999958,0.0028941263,0.33511165,-0.20200832,0.90901554,92.0,29055.0,8368.0,14601.0,20715.11,6544.163,9983.815,-0.96330285,0.23894905,-0.12227422,0.16716212,0.17764005,-0.9697942,0.2100106,0.95464516,0.2110644,15371.0,4442.0,7141.0,11467728.0,-1819330.6,-2005014.2,-1819330.6,877235.8,683805.3,-2005014.2,683805.3,2479413.0,1905790.0,602063.0,918511.0,194.73914,286.32608,191.0,279.0,-0.7415579,-0.64444095,0.584064,3.8110616,1.9774021,4723289.5,741186.75,644522.6,-1.9814217,1.7121866,0.35640728,35165.0,7045.0,12187.0,29965.504,2993.1052,8227.711,16617.0,1447.0,5639.0,4723289.5,-595539.44,-310207.47,-595539.44,741186.75,172292.05,-310207.47,172292.05,644522.6,115397150.0,11526448.0,31684912.0,7.7503147,3.2913723,0.46055573,41.62742,10.0,16.071068,14.035668,4.1627417,0.0,194.0,286.0
61,1,25,0,180,1.0,0.0,87.497856,370.01718,84.90252,366.522,0.36917242,233.0,6865.6665,9.058452,4.0,86.0,368.0,79.5,551.0,0.4228675,0.9624731,7001350.5,5097067.0,1373675.0,96.0,383.0,0.03609895,-0.9993482,0.9993482,0.03609895,0.4202294,0.23870505,1.0298477,233.0,26866.0,14954.0,14618.0,19534.95,9436.987,9826.631,0.78727007,0.6146791,0.048738718,-0.6152996,0.7779938,0.12701206,0.040153235,-0.1299817,0.99070305,14658.0,4405.0,7521.0,7001350.5,-3807433.2,209925.06,-3807433.2,5097067.0,-293543.53,209925.06,-293543.53,1373675.0,4551643.0,2198818.0,2289605.0,87.497856,370.01718,77.0,354.0,-0.49577644,-0.72391826,1.8068123,7.8602366,4.1291733,5475584.5,1319535.0,639007.0,-1.372162,2.395021,0.5444691,39831.0,11618.0,14657.0,30639.145,3111.083,8201.197,16219.0,1363.0,5628.0,5475584.5,-552935.25,-340022.4,-552935.25,1319535.0,278008.78,-340022.4,278008.78,639007.0,156933700.0,15934967.0,42006532.0,6.793396,7.257564,1.9189248,40.79899,2.0,40.79899,27.658634,20.399494,0.0,91.0,371.0
62,1,26,0,180,1.0,0.0,58.14607,365.76404,55.64516,366.67743,-4.6579986,89.0,46.25,6.2459803,4.0,57.5,366.0,7.75,120.0,0.7416667,0.091405064,9196702.0,890822.44,790489.5,62.0,374.0,-0.027520217,-0.9996213,0.9996213,-0.027520217,0.23675755,-0.04851744,0.17019948,89.0,27844.0,8822.0,11683.0,21320.045,6423.09,9518.686,-0.9840577,0.16395104,-0.06892328,0.15473223,0.598181,-0.78628075,0.08768295,0.7844103,0.6140132,16219.0,4341.0,7610.0,9196702.0,-1331548.5,-742196.0,-1331548.5,890822.44,199536.77,-742196.0,199536.77,790489.5,1897484.0,571655.0,847163.0,58.14607,365.76404,54.0,359.0,-0.8840588,-0.069580406,-0.37942106,3.7277148,1.9267913,9451586.0,2948683.5,674475.5,-1.9575245,3.3144758,0.55964833,39831.0,14954.0,13060.0,30142.96,3295.5059,8218.222,14658.0,1187.0,5632.0,9451586.0,-3079712.2,-738963.9,-3079712.2,2948683.5,523712.38,-738963.9,523712.38,674475.5,115568110.0,12634969.0,31508660.0,6.832004,12.922974,1.3570664,31.727922,8.0,14.656855,12.369317,3.9659903,0.0,58.0,365.0
63,1,27,0,180,1.0,0.0,175.44673,377.77664,176.4328,379.957,-0.07501147,291.0,13764.667,8.942532,4.0,176.0,379.0,93.0,663.0,0.43891403,1.0868291,7723357.0,883238.44,733757.56,202.0,386.0,0.99370104,-0.112063706,-0.112063706,-0.99370104,0.3795306,-0.23651908,0.10748754,291.0,27715.0,10336.0,11916.0,20991.33,7156.292,9100.004,-0.98707795,0.14334826,-0.0716132,0.15222025,0.6991995,-0.69853354,0.050061647,0.700408,0.7119849,15956.0,3911.0,6838.0,7723357.0,-1077835.4,-347545.66,-1077835.4,883238.44,105502.91,-347545.66,105502.91,733757.56,6108477.0,2082481.0,2648101.0,175.44673,377.77664,151.0,373.0,-0.60342526,0.18028256,0.07731092,15.038631,1.9386843,2997148.0,945057.56,563346.75,-0.73578894,2.2698352,0.17671247,37619.0,9449.0,11212.0,30447.322,3002.6516,8164.085,18225.0,1470.0,5806.0,2997148.0,-104703.39,-14307.266,-104703.39,945057.56,116009.164,-14307.266,116009.164,563346.75,183110190.0,18057948.0,49098810.0,4.7063775,6.4460297,0.059742007,53.72792,2.0,53.72792,50.48762,26.86396,0.0,175.0,377.0
64,1,28,0,180,1.0,0.0,225.03773,404.66037,224.9604,403.30695,-1.8862956,106.0,747.5833,6.5506034,4.0,225.0,404.0,25.25,207.0,0.5120773,0.692709,3446424.5,1654873.1,2080336.4,237.0,409.0,0.9714683,0.23716937,0.23716937,-0.9714683,0.6018931,-0.35593393,0.7868038,106.0,25844.0,11117.0,14830.0,20611.133,8205.028,10198.698,-0.9064017,0.38848558,-0.16587606,0.22472891,0.11097763,-0.96808106,0.35767698,0.9147475,0.18789425,17150.0,4992.0,7213.0,3446424.5,-449127.66,-627956.0,-449127.66,1654873.1,213140.64,-627956.0,213140.64,2080336.4,2184780.0,869733.0,1081062.0,225.03773,404.66037,214.0,400.0,-0.086734556,-0.3122784,0.7931277,6.3851743,1.4919757,7759306.5,3159612.2,729478.3,-2.0700805,2.1839952,0.61512023,36847.0,13040.0,13205.0,30269.615,3560.5227,8261.162,14979.0,1384.0,5563.0,7759306.5,-2683882.2,-685216.44,-2683882.2,3159612.2,658024.6,-685216.44,658024.6,729478.3,130098800.0,15303127.0,35506476.0,6.773687,4.6039696,1.3491186,24.485281,2.0,24.485281,22.36068,12.2426405,0.0,225.0,405.0
65,1,29,0,180,1.0,0.0,213.7745,418.09805,214.76666,415.46667,-0.41610622,102.0,35.666668,6.0951643,4.0,214.0,417.5,7.5,132.0,0.77272725,0.4225214,9792864.0,1439466.2,1001677.3,220.0,424.0,0.23564145,-0.9718401,0.9718401,0.23564145,0.70731014,0.19747168,0.03387651,102.0,30421.0,13040.0,12307.0,19834.314,9717.833,9746.941,-0.98516434,-0.17027794,-0.021368725,0.16588342,-0.9129518,-0.3728292,0.043975968,-0.37084275,0.9276539,14979.0,7388.0,7175.0,9792864.0,-1442880.6,-376056.84,-1442880.6,1439466.2,166053.44,-376056.84,166053.44,1001677.3,2023100.0,991219.0,994188.0,213.7745,418.09805,209.0,412.0,0.4841972,-0.43998596,-0.19932495,3.043541,2.8075404,7616352.5,2994874.8,818205.5,-1.6737056,1.9508018,1.0452477,36847.0,11117.0,14830.0,30181.398,3555.062,8254.659,17150.0,1488.0,5563.0,7616352.5,-2307709.5,-815370.8,-2307709.5,2994874.8,730582.25,-815370.8,730582.25,818205.5,116620920.0,13736760.0,31896004.0,4.4700384,3.216194,3.782691,40.04163,9.0,13.899495,10.198039,4.44907,0.0,214.0,418.0
66,2,1,0,180,1.0,0.0,408.50665,37.033333,409.5034,38.986393,2.8637826,150.0,1740.25,6.7792096,4.0,409.0,38.0,36.75,297.0,0.5050505,1.5508914,6346040.0,785191.6,771013.1,423.0,44.0,0.9976779,-0.06810838,-0.06810838,-0.9976779,0.4679156,0.29456317,0.282186,150.0,26841.0,9604.0,12203.0,21304.46,7327.1064,9207.134,-0.986686,0.03766112,0.15821616,0.15192662,0.56062466,0.81401366,0.058043215,-0.82721317,0.55888224,16922.0,5580.0,6734.0,6346040.0,-884891.0,-348984.88,-884891.0,785191.6,-76654.39,-348984.88,-76654.39,771013.1,3195669.0,1099066.0,1381070.0,408.50665,37.033333,396.0,33.0,-0.7020215,-0.3463449,0.47188047,7.615617,2.4585683,9341993.0,2144784.5,662027.1,-1.8441846,1.6519563,0.31338927,38901.0,10362.0,11537.0,30671.37,3574.42,8365.037,16081.0,1565.0,5686.0,9341993.0,-1960943.6,-626788.0,-1960943.6,2144784.5,356227.72,-626788.0,356227.72,662027.1,143664690.0,16742583.0,39181836.0,5.4236317,2.4411857,0.25200891,31.970562,2.0,31.970562,26.019224,15.985281,0.0,409.0,35.0
67,2,2,0,180,1.0,0.0,430.9316,47.128204,428.5847,45.27869,0.9806008,117.0,3731.5833,6.2953467,4.0,429.5,46.0,45.75,300.0,0.39,1.3050786,6682468.5,1179366.6,707628.94,440.0,54.0,0.81875193,-0.5741474,-0.5741474,-0.81875193,0.29141185,-0.050781064,-0.017054206,117.0,26716.0,10341.0,11537.0,20881.137,7815.5127,9369.948,-0.9797896,0.16108248,-0.11859481,0.1899205,0.935239,-0.29876116,0.062789306,-0.31524667,-0.94693035,16210.0,5055.0,7124.0,6682468.5,-1115422.6,-403810.72,-1115422.6,1179366.6,-27869.0,-403810.72,-27869.0,707628.94,2443093.0,914415.0,1096284.0,430.9316,47.128204,420.0,39.0,-0.73848546,-0.31250033,-0.18092455,6.49935,1.9877156,12275307.0,2372083.2,704135.6,-1.7412438,1.28618,0.21569648,38901.0,10362.0,12203.0,30551.586,3819.1086,8385.224,15639.0,1563.0,5859.0,12275307.0,-2783204.8,-822240.06,-2783204.8,2372083.2,451062.75,-822240.06,451062.75,704135.6,132991060.0,16624580.0,36500876.0,3.751301,0.9644442,0.24931523,25.727922,2.0,25.727922,22.203604,12.863961,0.0,432.0,49.0
68,2,3,0,180,1.0,0.0,396.60318,56.349205,397.89285,55.214287,1.5,63.0,60.666668,4.8979616,4.0,397.0,56.0,7.0,91.0,0.6923077,1.3967502,6308497.5,687651.1,780589.9,401.0,63.0,0.2732459,-0.9619442,0.9619442,0.2732459,0.57914495,0.39473775,-0.03841571,63.0,27974.0,8794.0,11050.0,21379.127,6451.1587,9186.016,-0.98328453,0.1739707,-0.053719178,0.144226,0.5641287,-0.81299305,0.111132436,0.80715114,0.5797901,17632.0,4710.0,7234.0,6308497.5,-818783.44,-602858.0,-818783.44,687651.1,294452.9,-602858.0,294452.9,780589.9,1346885.0,406423.0,578719.0,396.60318,56.349205,394.0,50.0,-0.33782,-0.15922476,-0.48810753,3.415273,1.4830216,8467808.0,1925250.4,676563.5,-1.8200434,1.8046161,0.28613755,37733.0,9604.0,12203.0,30340.766,3507.1082,8405.747,16474.0,1565.0,5686.0,8467808.0,-1926676.4,-533410.0,-1926676.4,1925250.4,288941.06,-533410.0,288941.06,676563.5,111836060.0,12927201.0,30983584.0,5.2222166,2.9769516,0.30467114,27.727922,7.0,13.2426405,12.369317,3.9611318,0.0,396.0,57.0
69,2,4,0,180,1.0,0.0,440.75214,65.45299,441.96667,63.233334,0.46453288,117.0,34.0,7.8933067,5.0,441.0,65.0,6.0,147.0,0.79591835,1.0214254,9916030.0,978020.1,617759.94,445.0,76.0,0.022162922,-0.99975437,0.99975437,0.022162922,0.5286311,-0.016572535,0.5115095,117.0,27800.0,10362.0,11709.0,20678.309,7393.94,9322.8545,-0.9839013,0.17813642,-0.014340181,0.16440223,0.93365884,0.31820282,0.07007235,0.31072262,-0.9479142,15639.0,5256.0,7866.0,9916030.0,-1532223.1,-656007.5,-1532223.1,978020.1,166171.06,-656007.5,166171.06,617759.94,2419362.0,865091.0,1090774.0,440.75214,65.45299,438.0,55.0,-0.79341364,-0.3629385,0.07461112,5.469827,1.8028451,7680729.5,1890303.8,642577.56,-1.7319554,1.9709743,0.17168048,38901.0,10341.0,11537.0,30654.316,3477.671,8354.684,16210.0,1563.0,5437.0,7680729.5,-1406593.8,-416564.28,-1406593.8,1890303.8,299342.88,-416564.28,299342.88,642577.56,127430000.0,14456678.0,34730420.0,6.131223,3.8177824,0.21792233,47.04163,11.0,22.485281,19.026299,4.2765117,0.0,442.0,65.0
70,2,5,0,180,1.0,0.0,259.44446,104.75986,259.55804,107.29588,0.3965232,279.0,1288.8,10.682694,5.0,259.5,106.0,53.4,546.0,0.510989,0.38094792,11784726.0,5687346.5,1275837.1,273.0,117.0,0.89072067,-0.45455113,-0.45455113,-0.89072067,0.41627946,-0.058958776,0.51985353,279.0,27376.0,21650.0,14507.0,19741.553,14958.197,10377.527,-0.9011845,-0.41246837,0.13317801,0.41026735,-0.91086113,-0.04486338,0.1398114,0.014208407,0.9900762,14011.0,9108.0,7660.0,11784726.0,-3510916.5,-1605893.0,-3510916.5,5687346.5,683353.8,-1605893.0,683353.8,1275837.1,5507893.0,4173337.0,2895330.0,259.44446,104.75986,247.0,96.0,-0.88318294,-0.36116213,0.9676014,5.967338,4.5903335,22248790.0,10795673.0,1021221.4,-0.6456701,1.7368522,0.73351747,50138.0,17734.0,14746.0,31718.05,4847.9097,8623.609,12760.0,1616.0,5996.0,22248790.0,-6746084.5,-1271207.6,-6746084.5,10795673.0,1975870.2,-1271207.6,1975870.2,1021221.4,156369980.0,23900196.0,42514390.0,2.0784373,2.0498323,1.0866975,59.941124,4.0,32.970562,26.57066,14.028174,1.0,258.0,100.0
71,2,6,0,180,1.0,0.0,260.66473,128.17342,260.38995,123.71429,0.0,173.0,9441.333,7.6550264,3.0,260.5,125.5,86.333336,432.0,0.40046296,1.5231147,13806513.0,3766681.0,1047982.8,273.0,135.0,0.96601254,-0.25849524,-0.25849524,-0.96601254,0.0844355,-0.12481817,0.9016458,173.0,30252.0,17146.0,14746.0,20203.514,13006.364,10198.549,-0.93868726,-0.33640537,0.07548244,0.34381652,-0.9296509,0.13243657,0.025619946,0.15026863,0.9883132,12760.0,8957.0,7763.0,13806513.0,-4253207.0,-407322.94,-4253207.0,3766681.0,-44440.68,-407322.94,-44440.68,1047982.8,3495208.0,2250101.0,1764349.0,260.66473,128.17342,249.0,117.0,-0.78032887,-0.7372649,2.3590047,7.2694063,2.841979,25782948.0,14275957.0,1143334.9,-0.706012,1.7228373,0.8251494,50138.0,21650.0,14507.0,31318.434,5279.6567,8665.981,13912.0,1740.0,5996.0,25782948.0,-10405402.0,-1917588.0,-10405402.0,14275957.0,2601132.2,-1917588.0,2601132.2,1143334.9,150234530.0,25326512.0,41570710.0,1.6824213,2.0314617,1.2380831,34.970562,2.0,34.970562,23.409399,17.485281,0.0,264.0,129.0
72,2,7,0,180,1.0,0.0,402.57333,124.48,400.77142,124.542854,0.60607994,75.0,34.916668,5.2243505,4.0,402.0,124.5,8.75,110.0,0.6818182,-0.679757,9111151.0,1200282.5,803253.9,408.0,130.0,0.9140923,-0.40550622,-0.40550622,-0.9140923,0.72552687,0.0562143,0.39884132,75.0,29507.0,11387.0,12067.0,21019.627,8678.054,9670.173,-0.98065984,-0.1082993,0.16302612,0.16132195,-0.9189105,0.35997048,0.110821865,0.37930828,0.9186097,16244.0,6421.0,7969.0,9111151.0,-1353822.1,-973144.75,-1353822.1,1200282.5,20090.404,-973144.75,20090.404,803253.9,1576472.0,650854.0,725263.0,402.57333,124.48,397.0,120.0,0.047159635,-0.47846934,-0.08082807,2.8071506,2.2152789,15560427.0,4789602.5,747873.3,-0.9750587,1.3771983,0.41690192,42189.0,13737.0,12111.0,30419.629,4211.3633,8507.471,14480.0,1619.0,5897.0,15560427.0,-3567325.8,-949289.1,-3567325.8,4789602.5,821185.0,-949289.1,821185.0,747873.3,112735144.0,15607313.0,31528688.0,2.302881,0.8297343,0.3836789,35.79899,9.0,13.071068,9.486833,3.9776654,0.0,403.0,125.0
